period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription
2024-05,MT,Montana,98,Electric Power,OOG,other gases
2024-05,MT,Montana,98,Electric Power,NGO,natural gas & other gases
2024-05,MT,Montana,98,Electric Power,NG,natural gas
2024-05,MT,Montana,98,Electric Power,MLG,municiapl landfill gas
2024-05,CO,Colorado,2,IPP Non-CHP,ALL,all fuels
2024-05,CO,Colorado,1,Electric Utility,WNT,onshore wind turbine
2024-05,CO,Colorado,1,Electric Utility,WND,wind
2024-05,CO,Colorado,1,Electric Utility,TSN,estimated total solar
2024-05,CO,Colorado,1,Electric Utility,TPV,estimated total solar photovoltaic
2024-05,CO,Colorado,1,Electric Utility,SUN,solar
2024-05,CO,Colorado,1,Electric Utility,SUB,subbituminous coal
2024-05,CO,Colorado,1,Electric Utility,SPV,solar photovoltaic
2024-05,CO,Colorado,1,Electric Utility,REN,renewable
2024-05,CO,Colorado,1,Electric Utility,PET,petroleum
2024-05,CO,Colorado,1,Electric Utility,PEL,petroleum liquids
2024-05,CO,Colorado,1,Electric Utility,OTH,other
2024-05,CO,Colorado,1,Electric Utility,NGO,natural gas & other gases
2024-05,CO,Colorado,1,Electric Utility,NG,natural gas
2024-05,CO,Colorado,1,Electric Utility,HYC,conventional hydroelectric
2024-05,CO,Colorado,1,Electric Utility,HPS,hydro-electric pumped storage
2024-05,CT,Connecticut,96,All Commercial,AOR,all renewables
2024-05,CT,Connecticut,96,All Commercial,ALL,all fuels
2024-05,CT,Connecticut,94,Independent Power Producers,WWW,wood and wood wastes
2024-05,CT,Connecticut,94,Independent Power Producers,WOO,waste oil and other oils
2024-05,CT,Connecticut,94,Independent Power Producers,WNT,onshore wind turbine
2024-05,CT,Connecticut,94,Independent Power Producers,WND,wind
2024-05,CT,Connecticut,94,Independent Power Producers,WAS,renewable waste products
2024-05,CT,Connecticut,94,Independent Power Producers,TSN,estimated total solar
2024-05,CT,Connecticut,94,Independent Power Producers,TPV,estimated total solar photovoltaic
2024-05,CT,Connecticut,94,Independent Power Producers,SUN,solar
2024-05,CT,Connecticut,94,Independent Power Producers,SPV,solar photovoltaic
2024-05,CT,Connecticut,94,Independent Power Producers,RFO,residual fuel oil
2024-05,CT,Connecticut,94,Independent Power Producers,REN,renewable
2024-05,CT,Connecticut,94,Independent Power Producers,PET,petroleum
2024-05,MT,Montana,1,Electric Utility,ALL,all fuels
2024-05,MO,Missouri,99,All Sectors,WWW,wood and wood wastes
2024-05,MO,Missouri,99,All Sectors,WOO,waste oil and other oils
2024-05,MO,Missouri,99,All Sectors,WNT,onshore wind turbine
2024-05,MO,Missouri,99,All Sectors,WND,wind
2024-05,MO,Missouri,99,All Sectors,WAS,renewable waste products
2024-05,MO,Missouri,99,All Sectors,TSN,estimated total solar
2024-05,MO,Missouri,99,All Sectors,TPV,estimated total solar photovoltaic
2024-05,MO,Missouri,99,All Sectors,SUN,solar
2024-05,MO,Missouri,99,All Sectors,SUB,subbituminous coal
2024-05,MO,Missouri,99,All Sectors,SPV,solar photovoltaic
2024-05,MO,Missouri,99,All Sectors,RFO,residual fuel oil
2024-05,MO,Missouri,99,All Sectors,REN,renewable
2024-05,MO,Missouri,99,All Sectors,RC,refined coal
2024-05,MO,Missouri,99,All Sectors,PET,petroleum
2024-05,MO,Missouri,99,All Sectors,PEL,petroleum liquids
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,NUC,nuclear
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,NGO,natural gas & other gases
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,NG,natural gas
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,MLG,municiapl landfill gas
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,LFG,landfill gas
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,HPS,hydro-electric pumped storage
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,FOS,fossil fuels
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,DFO,distillate fuel oil
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,COW,all coal products
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,COL,"coal, excluding waste coal"
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,BIT,bituminous coal
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,BIS,bituminous coal and synthetic coal
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,BIO,biomass
2024-05,MO,Missouri,90,Electric Power Sector Non-CHP,AOR,all renewables
2024-05,NE,Nebraska,7,Industrial CHP,OTH,other
2024-05,NE,Nebraska,7,Industrial CHP,ORW,other renewables
2024-05,NE,Nebraska,7,Industrial CHP,OBW,biomass
2024-05,NE,Nebraska,7,Industrial CHP,OB2,biomass
2024-05,NE,Nebraska,7,Industrial CHP,NGO,natural gas & other gases
2024-05,NE,Nebraska,7,Industrial CHP,NG,natural gas
2024-05,NE,Nebraska,7,Industrial CHP,FOS,fossil fuels
2024-05,NE,Nebraska,7,Industrial CHP,COW,all coal products
2024-05,NE,Nebraska,7,Industrial CHP,COL,"coal, excluding waste coal"
2024-05,NE,Nebraska,7,Industrial CHP,BIT,bituminous coal
2024-05,NE,Nebraska,7,Industrial CHP,BIS,bituminous coal and synthetic coal
2024-05,NE,Nebraska,7,Industrial CHP,BIO,biomass
2024-05,NE,Nebraska,7,Industrial CHP,AOR,all renewables
2024-05,NE,Nebraska,7,Industrial CHP,ALL,all fuels
2024-05,NE,Nebraska,5,Commercial CHP,WAS,renewable waste products
2024-05,NE,Nebraska,5,Commercial CHP,REN,renewable
2024-05,IN,Indiana,99,All Sectors,WNT,onshore wind turbine
2024-05,IN,Indiana,99,All Sectors,WND,wind
2024-05,IN,Indiana,99,All Sectors,WAS,renewable waste products
2024-05,IN,Indiana,99,All Sectors,TSN,estimated total solar
2024-05,IN,Indiana,99,All Sectors,TPV,estimated total solar photovoltaic
2024-05,IN,Indiana,99,All Sectors,SUN,solar
2024-05,IN,Indiana,99,All Sectors,SUB,subbituminous coal
2024-05,IN,Indiana,99,All Sectors,SPV,solar photovoltaic
2024-05,IN,Indiana,99,All Sectors,RFO,residual fuel oil
2024-05,IN,Indiana,99,All Sectors,REN,renewable
2024-05,IN,Indiana,99,All Sectors,PET,petroleum
2024-05,IN,Indiana,99,All Sectors,PEL,petroleum liquids
2024-05,IN,Indiana,99,All Sectors,PC,petroleum coke
2024-05,IN,Indiana,99,All Sectors,OTH,other
2024-05,IN,Indiana,99,All Sectors,ORW,other renewables
2024-05,IN,Indiana,99,All Sectors,OOG,other gases
2024-05,IN,Indiana,99,All Sectors,OBW,biomass
2024-05,KS,Kansas,98,Electric Power,SUN,solar
2024-05,KS,Kansas,98,Electric Power,SUB,subbituminous coal
2024-05,KS,Kansas,98,Electric Power,SPV,solar photovoltaic
2024-05,KS,Kansas,98,Electric Power,RFO,residual fuel oil
2024-05,KS,Kansas,98,Electric Power,REN,renewable
2024-05,KS,Kansas,98,Electric Power,PET,petroleum
2024-05,KS,Kansas,98,Electric Power,PEL,petroleum liquids
2024-05,KS,Kansas,98,Electric Power,NUC,nuclear
2024-05,KS,Kansas,98,Electric Power,NGO,natural gas & other gases
2024-05,KS,Kansas,98,Electric Power,NG,natural gas
2024-05,KS,Kansas,98,Electric Power,MLG,municiapl landfill gas
2024-05,KS,Kansas,98,Electric Power,LFG,landfill gas
2024-05,KS,Kansas,98,Electric Power,HYC,conventional hydroelectric
2024-05,KS,Kansas,98,Electric Power,FOS,fossil fuels
2024-05,KS,Kansas,98,Electric Power,DFO,distillate fuel oil
2024-05,KS,Kansas,98,Electric Power,COW,all coal products
2024-05,CO,Colorado,99,All Sectors,AOR,all renewables
2024-05,CO,Colorado,99,All Sectors,ALL,all fuels
2024-05,CO,Colorado,98,Electric Power,WWW,wood and wood wastes
2024-05,CO,Colorado,98,Electric Power,WOO,waste oil and other oils
2024-05,CO,Colorado,98,Electric Power,WNT,onshore wind turbine
2024-05,CO,Colorado,98,Electric Power,WND,wind
2024-05,CO,Colorado,98,Electric Power,WAS,renewable waste products
2024-05,CO,Colorado,98,Electric Power,SUN,solar
2024-05,CO,Colorado,98,Electric Power,SUB,subbituminous coal
2024-05,CO,Colorado,98,Electric Power,SPV,solar photovoltaic
2024-05,CO,Colorado,98,Electric Power,REN,renewable
2024-05,CO,Colorado,98,Electric Power,PET,petroleum
2024-05,CO,Colorado,98,Electric Power,PEL,petroleum liquids
2024-05,CO,Colorado,98,Electric Power,OTH,other
2024-05,CO,Colorado,98,Electric Power,ORW,other renewables
2024-05,CO,Colorado,98,Electric Power,OBW,biomass
2024-05,CT,Connecticut,98,Electric Power,OBW,biomass
2024-05,CT,Connecticut,98,Electric Power,OB2,biomass
2024-05,CT,Connecticut,98,Electric Power,NUC,nuclear
2024-05,CT,Connecticut,98,Electric Power,NGO,natural gas & other gases
2024-05,CT,Connecticut,98,Electric Power,NG,natural gas
2024-05,CT,Connecticut,98,Electric Power,MSB,biogenic municipal solid waste
2024-05,CT,Connecticut,98,Electric Power,MLG,municiapl landfill gas
2024-05,CT,Connecticut,98,Electric Power,LFG,landfill gas
2024-05,CT,Connecticut,98,Electric Power,HYC,conventional hydroelectric
2024-05,CT,Connecticut,98,Electric Power,HPS,hydro-electric pumped storage
2024-05,CT,Connecticut,98,Electric Power,FOS,fossil fuels
2024-05,CT,Connecticut,98,Electric Power,DFO,distillate fuel oil
2024-05,CT,Connecticut,98,Electric Power,COW,all coal products
2024-05,NE,Nebraska,94,Independent Power Producers,AOR,all renewables
2024-05,NE,Nebraska,94,Independent Power Producers,ALL,all fuels
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,WNT,onshore wind turbine
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,WND,wind
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,WAS,renewable waste products
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,SUN,solar
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,SUB,subbituminous coal
2024-05,IN,Indiana,98,Electric Power,HYC,conventional hydroelectric
2024-05,IN,Indiana,98,Electric Power,FOS,fossil fuels
2024-05,IN,Indiana,98,Electric Power,DFO,distillate fuel oil
2024-05,IN,Indiana,98,Electric Power,COW,all coal products
2024-05,IN,Indiana,98,Electric Power,COL,"coal, excluding waste coal"
2024-05,IN,Indiana,98,Electric Power,BIT,bituminous coal
2024-05,KY,Kentucky,1,Electric Utility,BIT,bituminous coal
2024-05,KY,Kentucky,1,Electric Utility,BIS,bituminous coal and synthetic coal
2024-05,KY,Kentucky,1,Electric Utility,BIO,biomass
2024-05,KY,Kentucky,1,Electric Utility,AOR,all renewables
2024-05,KS,Kansas,90,Electric Power Sector Non-CHP,FOS,fossil fuels
2024-05,KS,Kansas,90,Electric Power Sector Non-CHP,DFO,distillate fuel oil
2024-05,KS,Kansas,90,Electric Power Sector Non-CHP,COW,all coal products
2024-05,KS,Kansas,90,Electric Power Sector Non-CHP,COL,"coal, excluding waste coal"
2024-05,KS,Kansas,90,Electric Power Sector Non-CHP,BIT,bituminous coal
2024-05,KS,Kansas,90,Electric Power Sector Non-CHP,BIS,bituminous coal and synthetic coal
2024-05,KS,Kansas,90,Electric Power Sector Non-CHP,BIO,biomass
2024-05,KS,Kansas,90,Electric Power Sector Non-CHP,AOR,all renewables
2024-05,KS,Kansas,90,Electric Power Sector Non-CHP,ALL,all fuels
2024-05,KS,Kansas,8,Residential,TSN,estimated total solar
2024-05,KS,Kansas,8,Residential,TPV,estimated total solar photovoltaic
2024-05,CO,Colorado,98,Electric Power,OB2,biomass
2024-05,CO,Colorado,98,Electric Power,NGO,natural gas & other gases
2024-05,CO,Colorado,98,Electric Power,NG,natural gas
2024-05,CO,Colorado,98,Electric Power,MLG,municiapl landfill gas
2024-05,CO,Colorado,98,Electric Power,LFG,landfill gas
2024-05,CO,Colorado,98,Electric Power,HYC,conventional hydroelectric
2024-05,CO,Colorado,98,Electric Power,HPS,hydro-electric pumped storage
2024-05,CO,Colorado,98,Electric Power,FOS,fossil fuels
2024-05,CO,Colorado,98,Electric Power,DFO,distillate fuel oil
2024-05,CO,Colorado,98,Electric Power,COW,all coal products
2024-05,CO,Colorado,98,Electric Power,COL,"coal, excluding waste coal"
2024-05,CO,Colorado,98,Electric Power,BIT,bituminous coal
2024-05,CO,Colorado,98,Electric Power,BIS,bituminous coal and synthetic coal
2024-05,CO,Colorado,98,Electric Power,BIO,biomass
2024-05,CO,Colorado,98,Electric Power,AOR,all renewables
2024-05,CO,Colorado,98,Electric Power,ALL,all fuels
2024-05,CO,Colorado,3,IPP CHP,PET,petroleum
2024-05,CO,Colorado,3,IPP CHP,PEL,petroleum liquids
2024-05,CO,Colorado,3,IPP CHP,ORW,other renewables
2024-05,CO,Colorado,3,IPP CHP,OBW,biomass
2024-05,CO,Colorado,3,IPP CHP,OB2,biomass
2024-05,CO,Colorado,3,IPP CHP,NGO,natural gas & other gases
2024-05,CO,Colorado,3,IPP CHP,NG,natural gas
2024-05,CO,Colorado,3,IPP CHP,FOS,fossil fuels
2024-05,CO,Colorado,3,IPP CHP,BIO,biomass
2024-05,CO,Colorado,3,IPP CHP,AOR,all renewables
2024-05,CO,Colorado,3,IPP CHP,ALL,all fuels
2024-05,CO,Colorado,2,IPP Non-CHP,WWW,wood and wood wastes
2024-05,CO,Colorado,2,IPP Non-CHP,WNT,onshore wind turbine
2024-05,CT,Connecticut,98,Electric Power,COL,"coal, excluding waste coal"
2024-05,CT,Connecticut,98,Electric Power,BIT,bituminous coal
2024-05,CT,Connecticut,98,Electric Power,BIS,bituminous coal and synthetic coal
2024-05,CT,Connecticut,98,Electric Power,BIO,biomass
2024-05,CT,Connecticut,98,Electric Power,AOR,all renewables
2024-05,CT,Connecticut,98,Electric Power,ALL,all fuels
2024-05,CT,Connecticut,97,All Industrial,WOO,waste oil and other oils
2024-05,CT,Connecticut,97,All Industrial,TSN,estimated total solar
2024-05,CT,Connecticut,97,All Industrial,TPV,estimated total solar photovoltaic
2024-05,CT,Connecticut,97,All Industrial,SUN,solar
2024-05,CT,Connecticut,97,All Industrial,SPV,solar photovoltaic
2024-05,CT,Connecticut,97,All Industrial,RFO,residual fuel oil
2024-05,CT,Connecticut,97,All Industrial,REN,renewable
2024-05,CT,Connecticut,97,All Industrial,PET,petroleum
2024-05,CT,Connecticut,97,All Industrial,PEL,petroleum liquids
2024-05,CT,Connecticut,97,All Industrial,NGO,natural gas & other gases
2024-05,CT,Connecticut,97,All Industrial,NG,natural gas
2024-05,MT,Montana,2,IPP Non-CHP,REN,renewable
2024-05,MT,Montana,2,IPP Non-CHP,PET,petroleum
2024-05,MT,Montana,2,IPP Non-CHP,PEL,petroleum liquids
2024-05,MT,Montana,2,IPP Non-CHP,OTH,other
2024-05,MT,Montana,2,IPP Non-CHP,NGO,natural gas & other gases
2024-05,MT,Montana,2,IPP Non-CHP,NG,natural gas
2024-05,MT,Montana,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-05,MT,Montana,2,IPP Non-CHP,FOS,fossil fuels
2024-05,MT,Montana,2,IPP Non-CHP,DFO,distillate fuel oil
2024-05,MT,Montana,2,IPP Non-CHP,COW,all coal products
2024-05,MT,Montana,2,IPP Non-CHP,COL,"coal, excluding waste coal"
2024-05,MT,Montana,2,IPP Non-CHP,AOR,all renewables
2024-05,MT,Montana,2,IPP Non-CHP,ALL,all fuels
2024-05,MT,Montana,1,Electric Utility,WNT,onshore wind turbine
2024-05,MT,Montana,1,Electric Utility,WND,wind
2024-05,MT,Montana,1,Electric Utility,WAS,renewable waste products
2024-05,MT,Montana,1,Electric Utility,TSN,estimated total solar
2024-05,MO,Missouri,94,Independent Power Producers,COL,"coal, excluding waste coal"
2024-05,MO,Missouri,94,Independent Power Producers,BIT,bituminous coal
2024-05,MO,Missouri,94,Independent Power Producers,BIS,bituminous coal and synthetic coal
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,SPV,solar photovoltaic
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,RFO,residual fuel oil
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,REN,renewable
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,RC,refined coal
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,PET,petroleum
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,PEL,petroleum liquids
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,OTH,other
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,ORW,other renewables
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,OBW,biomass
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,OB2,biomass
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,NUC,nuclear
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,NGO,natural gas & other gases
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,NG,natural gas
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,MLG,municiapl landfill gas
2024-05,NE,Nebraska,90,Electric Power Sector Non-CHP,LFG,landfill gas
2024-05,KY,Kentucky,1,Electric Utility,ALL,all fuels
2024-05,KS,Kansas,99,All Sectors,WNT,onshore wind turbine
2024-05,KS,Kansas,99,All Sectors,WND,wind
2024-05,KS,Kansas,99,All Sectors,WAS,renewable waste products
2024-05,KS,Kansas,99,All Sectors,TSN,estimated total solar
2024-05,KS,Kansas,99,All Sectors,TPV,estimated total solar photovoltaic
2024-05,KS,Kansas,99,All Sectors,SUN,solar
2024-05,KS,Kansas,99,All Sectors,SUB,subbituminous coal
2024-05,KS,Kansas,99,All Sectors,SPV,solar photovoltaic
2024-05,KS,Kansas,99,All Sectors,RFO,residual fuel oil
2024-05,KS,Kansas,99,All Sectors,REN,renewable
2024-05,KS,Kansas,99,All Sectors,PET,petroleum
2024-05,KS,Kansas,99,All Sectors,PEL,petroleum liquids
2024-05,KS,Kansas,99,All Sectors,OTH,other
2024-05,KS,Kansas,99,All Sectors,NUC,nuclear
2024-05,KS,Kansas,99,All Sectors,NGO,natural gas & other gases
2024-05,KS,Kansas,99,All Sectors,NG,natural gas
2024-05,MA,Massachusetts,96,All Commercial,AOR,all renewables
2024-05,MA,Massachusetts,96,All Commercial,ALL,all fuels
2024-05,MA,Massachusetts,94,Independent Power Producers,WWW,wood and wood wastes
2024-05,MA,Massachusetts,94,Independent Power Producers,WOO,waste oil and other oils
2024-05,NM,New Mexico,95,Coal Consumption,NGO,natural gas & other gases
2024-05,NM,New Mexico,95,Coal Consumption,NG,natural gas
2024-05,NM,New Mexico,95,Coal Consumption,FOS,fossil fuels
2024-05,NM,New Mexico,95,Coal Consumption,DFO,distillate fuel oil
2024-05,NM,New Mexico,95,Coal Consumption,ALL,all fuels
2024-05,NM,New Mexico,94,Independent Power Producers,WNT,onshore wind turbine
2024-05,NM,New Mexico,94,Independent Power Producers,WND,wind
2024-05,NM,New Mexico,94,Independent Power Producers,WAS,renewable waste products
2024-05,NM,New Mexico,94,Independent Power Producers,TSN,estimated total solar
2024-05,NM,New Mexico,94,Independent Power Producers,TPV,estimated total solar photovoltaic
2024-05,NM,New Mexico,94,Independent Power Producers,SUN,solar
2024-05,NM,New Mexico,94,Independent Power Producers,SPV,solar photovoltaic
2024-05,NM,New Mexico,94,Independent Power Producers,REN,renewable
2024-05,NM,New Mexico,94,Independent Power Producers,OTH,other
2024-05,NM,New Mexico,94,Independent Power Producers,ORW,other renewables
2024-05,NM,New Mexico,94,Independent Power Producers,OBW,biomass
2024-05,MD,Maryland,98,Electric Power,BIS,bituminous coal and synthetic coal
2024-05,MD,Maryland,98,Electric Power,BIO,biomass
2024-05,MD,Maryland,98,Electric Power,AOR,all renewables
2024-05,MD,Maryland,98,Electric Power,ALL,all fuels
2024-05,MD,Maryland,97,All Industrial,TSN,estimated total solar
2024-05,MD,Maryland,97,All Industrial,TPV,estimated total solar photovoltaic
2024-05,MD,Maryland,97,All Industrial,RFO,residual fuel oil
2024-05,MD,Maryland,97,All Industrial,PET,petroleum
2024-05,MD,Maryland,97,All Industrial,PEL,petroleum liquids
2024-05,MD,Maryland,97,All Industrial,NGO,natural gas & other gases
2024-05,MD,Maryland,97,All Industrial,NG,natural gas
2024-05,MD,Maryland,97,All Industrial,FOS,fossil fuels
2024-05,MD,Maryland,97,All Industrial,DPV,estimated small scale solar photovoltaic
2024-05,MD,Maryland,97,All Industrial,ALL,all fuels
2024-05,MD,Maryland,96,All Commercial,WWW,wood and wood wastes
2024-05,MD,Maryland,96,All Commercial,WOO,waste oil and other oils
2024-05,AL,Alabama,98,Electric Power,SUB,subbituminous coal
2024-05,AL,Alabama,98,Electric Power,SPV,solar photovoltaic
2024-05,AL,Alabama,98,Electric Power,REN,renewable
2024-05,AL,Alabama,98,Electric Power,PET,petroleum
2024-05,AL,Alabama,98,Electric Power,PEL,petroleum liquids
2024-05,AL,Alabama,98,Electric Power,OTH,other
2024-05,AL,Alabama,98,Electric Power,NUC,nuclear
2024-05,AL,Alabama,98,Electric Power,NGO,natural gas & other gases
2024-05,AL,Alabama,98,Electric Power,NG,natural gas
2024-05,AL,Alabama,98,Electric Power,MLG,municiapl landfill gas
2024-05,AL,Alabama,98,Electric Power,LFG,landfill gas
2024-05,AL,Alabama,98,Electric Power,HYC,conventional hydroelectric
2024-05,AL,Alabama,98,Electric Power,FOS,fossil fuels
2024-05,AL,Alabama,98,Electric Power,DFO,distillate fuel oil
2024-05,AL,Alabama,98,Electric Power,COW,all coal products
2024-05,AL,Alabama,98,Electric Power,COL,"coal, excluding waste coal"
2024-05,AL,Alabama,97,All Industrial,OB2,biomass
2024-05,AL,Alabama,97,All Industrial,NGO,natural gas & other gases
2024-05,AL,Alabama,97,All Industrial,NG,natural gas
2024-05,AL,Alabama,97,All Industrial,FOS,fossil fuels
2024-05,AL,Alabama,97,All Industrial,DPV,estimated small scale solar photovoltaic
2024-05,AL,Alabama,97,All Industrial,DFO,distillate fuel oil
2024-05,AL,Alabama,97,All Industrial,COW,all coal products
2024-05,AL,Alabama,97,All Industrial,COL,"coal, excluding waste coal"
2024-05,AL,Alabama,97,All Industrial,BIT,bituminous coal
2024-05,AL,Alabama,97,All Industrial,BIS,bituminous coal and synthetic coal
2024-05,AL,Alabama,97,All Industrial,BIO,biomass
2024-05,AL,Alabama,97,All Industrial,AOR,all renewables
2024-05,AL,Alabama,97,All Industrial,ALL,all fuels
2024-05,AL,Alabama,96,All Commercial,TSN,estimated total solar
2024-05,AL,Alabama,96,All Commercial,TPV,estimated total solar photovoltaic
2024-05,AL,Alabama,96,All Commercial,DPV,estimated small scale solar photovoltaic
2024-05,AL,Alabama,95,Coal Consumption,NGO,natural gas & other gases
2024-05,AK,Alaska,8,Residential,TSN,estimated total solar
2024-05,AK,Alaska,8,Residential,TPV,estimated total solar photovoltaic
2024-05,AK,Alaska,8,Residential,DPV,estimated small scale solar photovoltaic
2024-05,AK,Alaska,7,Industrial CHP,WOO,waste oil and other oils
2024-05,AK,Alaska,7,Industrial CHP,PET,petroleum
2024-05,AK,Alaska,7,Industrial CHP,PEL,petroleum liquids
2024-05,AK,Alaska,7,Industrial CHP,NGO,natural gas & other gases
2024-05,AK,Alaska,7,Industrial CHP,NG,natural gas
2024-05,AK,Alaska,7,Industrial CHP,FOS,fossil fuels
2024-05,AK,Alaska,7,Industrial CHP,DFO,distillate fuel oil
2024-05,AK,Alaska,7,Industrial CHP,ALL,all fuels
2024-05,AK,Alaska,6,Industrial Non-CHP,WAS,renewable waste products
2024-05,AK,Alaska,6,Industrial Non-CHP,REN,renewable
2024-05,AK,Alaska,6,Industrial Non-CHP,PET,petroleum
2024-05,AK,Alaska,6,Industrial Non-CHP,PEL,petroleum liquids
2024-05,AK,Alaska,6,Industrial Non-CHP,ORW,other renewables
2024-05,AK,Alaska,6,Industrial Non-CHP,OBW,biomass
2024-05,NY,New York,90,Electric Power Sector Non-CHP,BIS,bituminous coal and synthetic coal
2024-05,NY,New York,90,Electric Power Sector Non-CHP,BIO,biomass
2024-05,NY,New York,90,Electric Power Sector Non-CHP,AOR,all renewables
2024-05,NY,New York,90,Electric Power Sector Non-CHP,ALL,all fuels
2024-05,NY,New York,8,Residential,TSN,estimated total solar
2024-05,NY,New York,8,Residential,TPV,estimated total solar photovoltaic
2024-05,NY,New York,8,Residential,DPV,estimated small scale solar photovoltaic
2024-05,NY,New York,7,Industrial CHP,WWW,wood and wood wastes
2024-05,NY,New York,7,Industrial CHP,WOO,waste oil and other oils
2024-05,NM,New Mexico,94,Independent Power Producers,OB2,biomass
2024-05,NM,New Mexico,94,Independent Power Producers,NGO,natural gas & other gases
2024-05,NM,New Mexico,94,Independent Power Producers,NG,natural gas
2024-05,NM,New Mexico,94,Independent Power Producers,MLG,municiapl landfill gas
2024-05,NM,New Mexico,94,Independent Power Producers,LFG,landfill gas
2024-05,NM,New Mexico,94,Independent Power Producers,GEO,geothermal
2024-05,NM,New Mexico,94,Independent Power Producers,FOS,fossil fuels
2024-05,NM,New Mexico,94,Independent Power Producers,DPV,estimated small scale solar photovoltaic
2024-05,NM,New Mexico,94,Independent Power Producers,BIO,biomass
2024-05,NM,New Mexico,94,Independent Power Producers,AOR,all renewables
2024-05,NM,New Mexico,94,Independent Power Producers,ALL,all fuels
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,WNT,onshore wind turbine
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,WND,wind
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,WAS,renewable waste products
2024-05,NM,New Mexico,90,Electric Power Sector Non-CHP,SUN,solar
2024-05,MD,Maryland,96,All Commercial,WAS,renewable waste products
2024-05,MD,Maryland,96,All Commercial,TSN,estimated total solar
2024-05,MD,Maryland,96,All Commercial,TPV,estimated total solar photovoltaic
2024-05,MD,Maryland,96,All Commercial,SUN,solar
2024-05,MD,Maryland,96,All Commercial,SPV,solar photovoltaic
2024-05,MD,Maryland,96,All Commercial,REN,renewable
2024-05,MD,Maryland,96,All Commercial,PET,petroleum
2024-05,MD,Maryland,96,All Commercial,PEL,petroleum liquids
2024-05,MD,Maryland,96,All Commercial,OTH,other
2024-05,MD,Maryland,96,All Commercial,NGO,natural gas & other gases
2024-05,MD,Maryland,96,All Commercial,NG,natural gas
2024-05,MD,Maryland,96,All Commercial,MLG,municiapl landfill gas
2024-05,MD,Maryland,96,All Commercial,LFG,landfill gas
2024-05,MD,Maryland,96,All Commercial,FOS,fossil fuels
2024-05,MD,Maryland,96,All Commercial,DPV,estimated small scale solar photovoltaic
2024-05,MD,Maryland,96,All Commercial,DFO,distillate fuel oil
2024-05,MD,Maryland,96,All Commercial,COW,all coal products
2024-05,AL,Alabama,98,Electric Power,BIT,bituminous coal
2024-05,AL,Alabama,98,Electric Power,BIS,bituminous coal and synthetic coal
2024-05,AL,Alabama,98,Electric Power,BIO,biomass
2024-05,AL,Alabama,98,Electric Power,AOR,all renewables
2024-05,AL,Alabama,98,Electric Power,ALL,all fuels
2024-05,AL,Alabama,97,All Industrial,WWW,wood and wood wastes
2024-05,AL,Alabama,97,All Industrial,WOO,waste oil and other oils
2024-05,AL,Alabama,97,All Industrial,WAS,renewable waste products
2024-05,AL,Alabama,97,All Industrial,TSN,estimated total solar
2024-05,AL,Alabama,97,All Industrial,TPV,estimated total solar photovoltaic
2024-05,AL,Alabama,97,All Industrial,RFO,residual fuel oil
2024-05,AL,Alabama,97,All Industrial,REN,renewable
2024-05,AL,Alabama,97,All Industrial,PET,petroleum
2024-05,AL,Alabama,97,All Industrial,PEL,petroleum liquids
